Código;Cliente;Data Pedido;Data Entrega;Valor Pedido;Situação
10578;Diuli Grasilhano Angelo;2012-12-23;2012-12-31;9057.83;I;

10579;Gefisson Selvino Biasibetti;2009-03-24;2009-04-04;6811.73;I;

10580;Jionilce Porfirio Taborda;2014-09-21;2014-09-30;9047.17;Q;

10581;Albeni Geovana Bender;2010-07-18;2010-07-28;587.26;I;

10582;Ellicon Cleudir Maahs;2015-01-21;2015-02-01;6749.23;C;

1641;Selmi Iemanja Portugal;2015-06-07;2015-06-17;3005.93;I;

1642;Wlanne Ivanete Weitzmann;2011-07-05;2011-07-15;6502.38;Q;

1643;Irlene Carlos Kettermann;2013-02-18;2013-02-28;3061.61;A;

1644;Justine L.Luz Battker;2014-10-27;2014-11-06;3590.95;C;

1645;Robelio Aline Elias;2013-10-27;2013-11-06;3555.72;I;

1646;Felisberta Deniz Artelosa;2016-03-19;2016-03-29;3323.54;A;

1647;Solinadja Selita Vilarinho;2009-08-25;2009-09-05;1734.32;A;

1648;Noilma Irene Simch;2014-04-23;2014-05-02;2233.92;C;

1649;Josiara Jamir Kalinoski;2014-08-16;2014-08-26;2064.87;C;

1650;Alaecia Rivoar Metzger;2010-05-28;2010-06-07;5290.41;A;

1651;Dorilde Gledson Bonache;2014-01-12;2014-01-22;7342.11;Q;

1652;Jirleide Cosseres Foscharini;2014-01-13;2014-01-23;4403.29;Q;

1653;Joalle Buigo Georgi;2009-06-15;2009-06-25;6342.44;C;

1654;Vitorio Matzenbacher Moller;2012-03-16;2012-03-26;7380.75;I;

1655;Erick Arthur Satorio;2016-02-28;2016-03-09;1821.85;I;

1656;Rozane Citrini Schwabe;2011-10-21;2011-10-31;8064.86;A;

1657;Dajuda Laureno Otelo;2010-06-19;2010-06-29;1412.68;A;

1658;Eneas Adelir Guerras;2011-07-25;2011-08-03;1000.19;I;

1659;Shirlandia O.Pezzi Louro;2010-01-05;2010-01-15;3993.05;A;

1660;Juscelaine Delicardencio Desouza;2011-01-20;2011-01-31;7905.58;I;

1661;Albina T. Liesenfeld;2014-01-04;2014-01-14;2487.34;Q;

1662;Elenira Erivam Kosman;2015-12-29;2016-01-07;480.8;C;

1663;Roseane Mota Wanderer;2009-11-09;2009-11-19;9949.79;I;

1664;Jaimilton Filadelfo Guiconi;2011-09-16;2011-09-26;3300.49;Q;

1665;Claudemir Trindade Jacoboski;2009-05-12;2009-05-22;6447.03;A;

1666;Taylor Hack Rolim;2011-08-12;2011-08-22;5402.22;A;

1667;Maria Jairo Siebel;2010-05-26;2010-06-05;7841.27;Q;

1668;Erenaldo Vanusa Satori;2009-09-12;2009-09-22;3305.12;A;

1669;Alecia Binsfeld Frozi;2009-05-15;2009-05-25;1660.44;C;

1670;Liandro Edineia Pomponet;2014-06-02;2014-06-12;86.57;I;

1671;Clernivaldo Roth Saul;2009-03-25;2009-04-05;8415.16;A;

1672;Estelamar Vigano Pita;2009-10-30;2009-11-09;2244.57;I;

1673;Nilde Arminho Portal;2010-08-21;2010-09-01;4551.19;I;

1674;Dejair F.Machado Inacio;2014-06-14;2014-06-24;1906.79;Q;

1675;Silvandro Dias Schaurer;2009-12-17;2009-12-27;3491.7;I;

1676;Alain S.Ferraz Magri;2011-04-03;2011-04-13;3983.31;I;

1677;Eliszangela Geneilson Cirino;2009-10-15;2009-10-25;9335.26;I;

1678;Alecsandro Vancleves Seidler;2010-05-13;2010-05-23;2705.53;C;

1679;Ezequias Godinho Batalha;2013-08-07;2013-08-17;3320.43;I;

1680;Edemilson Irineia Kal;2012-12-01;2012-12-11;9498.68;C;

1681;Suzimara Silvar Scherner;2011-07-09;2011-07-19;7824.8;C;

1682;Noemia Flademir Klering;2013-11-16;2013-11-26;2599.57;A;

1683;Darleide Franco S.Davila;2008-07-31;2008-08-10;7039.54;A;

1684;Estela Loreno Fidencio;2013-03-07;2013-03-17;1419.77;A;

1685;Cosmiranda Angeli Vanzin;2009-07-10;2009-07-20;832.62;A;

1686;Edmar Temoteo Kichler;2012-07-15;2012-07-25;3517.12;I;

1687;Carlinhos Zeno Gheno;2010-10-23;2010-11-02;7697.99;A;

1688;Mastrangelo Gilson Kavitione;2008-08-20;2008-08-31;7153.92;Q;

1689;Kassia Mangueira Meus;2012-11-04;2012-11-14;1413.16;C;

1690;Hercilia Leonise Wellicks;2008-10-13;2008-10-23;3831.02;C;

1691;Urbenia L.O.Do Junges;2013-04-13;2013-04-23;8511.01;C;

1692;Giovanny Zenaldo Klippel;2010-04-08;2010-04-18;9351.52;A;

1693;Alipio Land Apezzato;2015-06-08;2015-06-18;4923.32;Q;

1694;Myck Olindo Gauze;2008-08-09;2008-08-19;2014.22;C;

1695;Florildo Deivi Henkes;2012-09-02;2012-09-12;4359.78;I;

1696;Augusto Alceniro Rocha;2010-10-06;2010-10-16;9442.96;Q;

1697;Marisol Rohrig Capeletti;2011-05-02;2011-05-12;1905.6;C;

1698;Josely Veit Brixner;2015-09-27;2015-10-06;903.88;A;

1699;Ueric Fredes Orth;2010-06-19;2010-06-29;6886.07;I;

1700;Chirlei Dedileu Caminha;2016-04-01;2016-04-11;5206.17;C;

1701;Gilcirley Carneiro Lazario;2014-06-10;2014-06-20;3400.1;I;

1702;Claudivan Rodrigues Kuntz;2013-04-26;2013-05-05;150.48;Q;

1703;Ide Minetto Pales;2011-12-25;2012-01-01;4468.49;I;

1704;Azeni Claudinei Te;2015-11-08;2015-11-18;6606.07;Q;

1705;Ramon Eliane Sobrinho;2010-12-17;2010-12-27;7187.19;A;

1706;Vanio I.de Heimerdinger;2010-05-13;2010-05-23;834.81;Q;

1707;Orlean Temoteo Rupollo;2010-03-21;2010-04-01;8376.6;A;

1708;Mariselia Blasio Priano;2015-06-26;2015-07-07;5678.7;C;

1709;Dorvalino Ory Machi;2015-04-19;2015-04-29;87.28;I;

1710;Tamise Alvicio Rampelotto;2011-03-17;2011-03-27;5132.28;Q;

1711;Huerbson Valmocir Ariatti;2014-12-14;2014-12-24;7564.54;C;

1712;Greigues Edilvan Zucatti;2009-01-28;2009-02-08;9227.47;I;

1713;Valtency Saul Valadao;2014-07-30;2014-08-08;3589.76;I;

1714;Josino Clidnei Juba;2013-10-20;2013-10-30;1033.59;A;

1715;Genesio Goldchmidt Schwindt;2009-09-06;2009-09-16;9315.35;I;

1716;Vandreia Marce Terra;2014-01-02;2014-01-12;3309.96;Q;

1717;Ivanor Dalenogare Dalamo;2011-09-01;2011-09-11;3987.92;C;

1718;Jucemar Elenir Oyarzabal;2011-03-23;2011-04-03;7648.78;C;

1719;Zenita Martinelli Bratz;2010-08-27;2010-09-07;455.41;I;

1720;Flavio Roberto Ripel;2015-12-13;2015-12-23;7850.19;C;

1721;Poliane Cruz. Nickhorn;2013-12-27;2014-01-03;9223.24;Q;

1722;Vanes Gilva Fonseca;2014-12-26;2015-01-02;6353.28;Q;

1723;Jocirlene Zonta S.Peixoto;2013-05-22;2013-06-01;2657.64;I;

1724;Alonso Wulff Tamburi;2009-02-06;2009-02-16;6573.77;C;

1725;Andreca Francelia Perera;2011-11-23;2011-12-06;2090.79;A;

1726;Ivane Santa Montemezzo;2014-01-03;2014-01-13;2775.95;C;

1727;Adre Pail Liczbinski;2014-06-15;2014-06-25;1688.53;C;

1728;Ataide Locemar Fiorese;2010-02-25;2010-03-06;6446.79;A;

1729;Vanda Dearcindo Maggioni;2016-04-19;2016-04-29;2800.67;I;

1730;Adriel Angelita Sant'Ana;2012-04-27;2012-05-06;378.77;A;

1731;Aurinda Wazilewski Welter;2014-08-26;2014-09-06;9179.47;Q;

1732;Jasivalda K¿Alves Schutz;2013-11-23;2013-12-05;2736.36;A;

1733;Julinei Pilatti Andriotti;2016-03-18;2016-03-28;2846.01;Q;

1734;Neida Farias Dona;2011-02-22;2011-03-03;7778.93;A;

1735;Euriosvaldo Silvana Akwa;2013-02-06;2013-02-16;6105.75;A;

1736;Osiane Fussieger Lowe;2012-06-08;2012-06-18;5012.99;C;

1737;Artidor Silesia Werkhausen;2009-06-26;2009-07-07;3424.38;Q;

1738;Decivaldo Ageu Rangel;2015-10-22;2015-11-01;5417.14;Q;

1739;Arilma W Kurtz;2008-11-18;2008-12-01;7088.46;A;

1740;Mauro Cazarotto Molgao;2009-05-23;2009-06-02;909.9;Q;

1741;Uilio R. C. de Naressi;2016-05-28;2016-06-07;8639.4;C;

1742;Leomarcos Karpinski Modesto;2015-09-28;2015-10-07;5263.53;I;

1743;Roberval Oreques Kamphorst;2015-01-08;2015-01-18;6382.39;C;

1744;Adenilton N. Pena;2009-08-14;2009-08-24;4992.92;A;

1745;Merice Alexandre Pinnow;2014-01-28;2014-02-08;4854.6;Q;

1746;Olmira Cassares Nonato;2010-11-07;2010-11-17;7827.36;I;

1747;Luvanor Nova Schultz;2009-09-05;2009-09-15;2662.49;C;

1748;Marivane S.Dos Ternes;2014-04-08;2014-04-18;8901.24;Q;

1749;Wanderlei Valter Carrao;2011-04-26;2011-05-05;9653.0;C;

1750;Anelise Iara Lassen;2014-11-28;2014-12-11;4805.19;A;

1751;Enaldo Baum Somonet;2016-03-01;2016-03-11;7294.15;C;

1752;Euzana Ajala Limas;2012-06-05;2012-06-15;1129.83;C;

1753;Jarede Ramalho Nazaro;2012-10-20;2012-10-30;7247.16;I;

1754;Wanderlan Toebe Anunciacao;2015-01-15;2015-01-25;9533.71;Q;

1755;Alcenir Alveri Jose;2011-06-02;2011-06-12;1780.93;Q;

1756;Geane Erick Sangalli;2015-10-05;2015-10-15;5480.9;A;

1757;Jervaldo Live Ayres;2013-04-09;2013-04-19;2916.42;Q;

1758;Rosecleide Sodre Hengen;2009-02-11;2009-02-21;6147.02;Q;

1759;Ritamar M.Guimaraes Bergmann;2009-04-08;2009-04-18;3053.86;A;

1760;Acione Leontina Anunciacao;2010-03-05;2010-03-15;9977.86;A;

1761;Mailsa Bastiao Zick;2009-06-22;2009-07-03;1203.58;A;

1762;Vanio I.de Heimerdinger;2015-01-30;2015-02-09;7557.07;I;

1763;Aetes Ely Tamburi;2015-05-01;2015-05-11;8405.06;C;

1764;Vorlane Joelso Cerva;2008-09-12;2008-09-22;2923.29;A;

1765;Janeli Katiana Cantilho;2014-11-24;2014-12-07;2912.21;A;

2941;Aureny Doneda Grosz;2011-03-22;2011-04-02;3671.29;Q;

2942;Catiele Griebeler Passos;2015-11-24;2015-12-07;4241.47;C;

2943;Agda Zimmer Belarmino;2016-04-19;2016-04-29;7004.14;C;

2944;Sirdilene Edinelia Tambori;2015-12-25;2016-01-01;6440.73;Q;

2945;Rubis Albernaz Ferreti;2009-03-01;2009-03-11;6404.81;Q;

2946;Isolde Fernanda Dessbesell;2010-01-07;2010-01-17;4209.87;I;

2947;Ridoaldo F. S. de Bandeira;2013-04-08;2013-04-18;2628.32;I;

2948;Danillo Carinhanha Brand;2014-05-02;2014-05-12;2913.31;C;

2949;Geremaro Daniel Tobias;2010-05-18;2010-05-28;6827.8;I;

2950;Helenilson C. Almeida Fail;2015-03-30;2015-04-10;2844.11;I;

2951;Eufrasio Edebaldo Simonetti;2010-07-03;2010-07-13;4078.84;Q;

2952;Alexio Scalcon Guzen;2012-01-04;2012-01-14;4181.64;Q;

2953;Liusla Barbosa Fachinetto;2013-03-16;2013-03-26;5310.13;C;

2954;Elenise Joventino Meazza;2008-11-17;2008-11-27;5476.01;I;

2955;Evanilza L. de Facco;2011-05-11;2011-05-21;1744.8;I;

2956;Wbajara H Vitorassi;2014-11-10;2014-11-20;7571.14;Q;

2957;Seledir Almeida Antao;2010-04-30;2010-05-09;8972.68;C;

2958;Alaine Gracas Frezarin;2010-10-01;2010-10-11;7566.62;A;

2959;Adenilza Evaldt Rauber;2014-05-25;2014-06-04;48.82;I;

2960;Unaldete Allan Boesing;2016-05-17;2016-05-27;9902.48;A;

2961;Nicio Nara Geraldi;2008-07-16;2008-07-26;961.41;I;

2962;Louzane Jorceli Gois;2012-08-28;2012-09-08;8207.26;Q;

2963;Zuleica Cavalin Anunciacao;2014-09-08;2014-09-18;5752.43;I;

2964;Ediselma Maranubia Marcaz;2016-01-09;2016-01-19;3926.95;A;

2965;Alzi Auri Cherubini;2012-09-29;2012-10-09;9149.6;I;

2966;Enice Carime Mylius;2015-11-15;2015-11-25;4991.85;Q;

2967;Edinamilton Prezzi Lagoas;2012-03-27;2012-04-07;4617.95;Q;

2968;Mozart Eber Telles;2010-10-16;2010-10-26;2975.21;A;

2969;Ovanir Ennette Branco;2013-08-29;2013-09-09;5494.52;Q;

2970;Joenilton Jairo Antich;2010-06-01;2010-06-11;3823.19;A;

2971;Enedina Ten Trojahn;2015-03-06;2015-03-16;1552.61;C;

2972;Glebes Airto Trampusch;2015-01-23;2015-02-03;8924.82;C;

2973;Hyure Rosinei Girotto;2016-04-24;2016-05-03;624.86;Q;

2974;Jackeline Caroline Washburger;2014-05-30;2014-06-09;1998.06;A;

2975;Ridoaldo F. S. de Bandeira;2015-11-15;2015-11-25;1296.33;C;

2799;Antero Paz Toni;2011-04-25;2011-05-04;4233.17;C;

2800;Dalmaria Eliete Godoy;2010-12-17;2010-12-27;6862.36;I;

2801;Pedricio Celes Tizato;2014-10-31;2014-11-10;1530.56;C;

2802;Etienne Ederson Rosa;2010-04-13;2010-04-23;2567.31;Q;

2803;Nadja Solismar Feistauer;2014-12-26;2015-01-02;1633.99;I;

2804;Maievisson Kehl Buhl;2012-05-17;2012-05-27;139.26;I;

2805;Camilio Erlo Gay;2013-05-18;2013-05-28;5198.67;I;

2806;Jilenilson Alberto Goudinho;2012-09-10;2012-09-20;1429.8;A;

2807;Emilio Moutinho Thalheimer;2014-04-29;2014-05-08;4844.84;Q;

2808;Huerbson Makewitz Barao;2014-02-10;2014-02-20;7246.94;C;

2809;Joseilza Veiga Harff;2010-03-28;2010-04-08;7215.69;Q;

2810;Itacir Guilherme Ourique;2013-10-16;2013-10-26;488.56;A;

2811;Lindionei Alceniro Joaquin;2012-01-23;2012-02-03;5120.71;Q;

2812;Denis Marilu Cardeal;2013-08-21;2013-09-01;621.48;Q;

2813;Ednilson Silnei Kern;2013-04-05;2013-04-15;27.68;C;

2814;Rudieli Deivi Camelo;2010-08-04;2010-08-14;1107.06;Q;

2815;Guimaraes Feraz Santossouza;2016-03-17;2016-03-27;8508.48;C;

2816;Rosangela Moacir Carilo;2015-07-26;2015-08-04;6613.32;I;

2817;J¿lia Strider Rebelatto;2015-11-19;2015-12-02;8665.72;C;

2818;Julemar Morena Strottmann;2011-07-26;2011-08-04;6829.16;C;

2819;Loane Brto Serqueira;2009-08-15;2009-08-25;2821.89;I;

2820;Gilseu Bortholo Dessbesell;2011-12-25;2012-01-01;9223.32;C;

2821;Davis Caciano Barroso;2012-10-10;2012-10-20;1623.09;A;

2822;Senira Coleto Tardet;2014-06-23;2014-07-04;9405.93;I;

2823;Ideide Canisio Heimfarth;2014-02-02;2014-02-12;1900.33;A;

2824;Delcia T Zanetti;2013-12-24;2013-12-31;8023.06;I;

2825;Luciano Ari Damaceno;2008-08-28;2008-09-08;4170.93;I;

2826;Elivanda Denisio Bucgs;2011-09-11;2011-09-21;1839.13;I;

2827;Udemberg Joelcio Hartmann;2014-07-27;2014-08-05;7442.65;Q;

2828;Gleydes Bedra Kurkowski;2009-11-29;2009-12-11;4832.16;Q;

2829;Jolismar Rejana Felix;2015-07-16;2015-07-26;5365.17;C;

2830;Ruti Tonia Q.Dalpiaz;2009-03-06;2009-03-16;8404.82;C;

2831;Allecia Descovi Sella;2015-05-04;2015-05-14;2173.49;I;

2832;Vailson Yamauchi Zwirtes;2012-08-26;2012-09-06;6996.56;A;

2833;Altemberg Coimbra Kovalski;2015-01-17;2015-01-27;4302.11;I;

2834;Gione Carmelia Antonielli;2012-02-10;2012-02-20;9195.12;C;

2835;Ederlei Pinho Jacques;2009-10-20;2009-10-30;9101.94;Q;

2836;Luzania G. de Mohr;2011-03-06;2011-03-16;2766.3;A;

2837;Evaldino F.Nascimento Cruz;2014-04-22;2014-05-01;1468.62;I;

2838;Valterlando Maicon Lau;2013-04-30;2013-05-09;4748.32;C;

6765;Geciane Piloto Pavan;2013-03-28;2013-04-08;8550.21;Q;

6766;Vlademir Van Diefenthaler;2013-08-25;2013-09-05;4737.47;Q;

6767;Daniel Leticia Spohr;2008-11-17;2008-11-27;2618.73;Q;

6768;Adila Maggioni Taschetto;2016-05-20;2016-05-30;3414.15;I;

6769;Patrick Arceli Kopceski;2016-04-14;2016-04-24;8344.67;I;

6770;Tacilia Lanz Piloto;2009-11-18;2009-11-28;49.65;I;

6771;Jeneci Maggioni Meneguzzi;2008-12-02;2008-12-12;1003.77;Q;

6772;Floroaldo Icaro Fros;2010-06-03;2010-06-13;9716.42;A;

6773;Veimar Romanini Steinmacher;2013-08-05;2013-08-15;1335.46;I;

6774;Edimon Rosmari Moreira;2012-09-29;2012-10-08;2874.27;Q;

6775;Jucielson S.Davila Kassner;2009-05-13;2009-05-23;5338.07;C;

6776;Joseph Deoclides Valerio;2009-03-14;2009-03-24;3960.45;C;

6777;Ediman Pompeo Nora;2011-07-29;2011-08-07;9641.66;A;

6778;Ebenesio Quevedo Numes;2012-07-06;2012-07-16;9238.41;Q;

6779;Leidinalva Ari Gottardi;2015-05-17;2015-05-27;5988.03;A;

6780;Venito Hildegardis Lowe;2015-03-27;2015-04-07;437.9;I;

6781;Orlainde S.Kolhrausch Ferrari;2014-09-19;2014-09-29;560.44;I;

6782;Saturnino Neris Birkhann;2010-06-27;2010-07-08;512.86;A;

6783;Ronielson Saiaonara Sebastiany;2012-09-05;2012-09-15;1433.15;C;

6784;Sinelia Igor Ponciano;2010-09-22;2010-10-01;6284.43;I;

6785;Eberson Cisnei Maiato;2013-09-27;2013-10-06;6393.38;Q;

6786;Anselmo Moreira Kappes;2014-06-28;2014-07-09;5459.68;Q;

6787;Valdi Miciane Dienstmann;2012-05-26;2012-06-05;7960.29;Q;

6788;Zenita Roth Benitez;2012-05-17;2012-05-27;7559.08;Q;

6789;Valderrube D'Almeida Noronha;2009-12-11;2009-12-21;1248.82;C;

6790;Alino Appelt Lenzi;2008-07-04;2008-07-14;9990.86;I;

6791;Arivaldo Romilda Lazarotti;2013-07-31;2013-08-09;8476.64;Q;

6792;Giancarlo Damir Habib;2011-12-29;2012-01-08;7002.81;A;

6793;Alginor Janaina Pias;2009-11-24;2009-12-06;7898.88;I;

6794;Almira Nobres Noscoski;2011-04-22;2011-05-01;223.63;I;

6795;Euler Airto Schievelbein;2009-09-08;2009-09-18;4842.8;I;

6796;Davenir S.Ferraz Messias;2014-05-16;2014-05-26;3704.43;A;

6797;Jabson Amanda Camilo;2010-09-15;2010-09-25;2444.33;I;

6798;Rivoneide Eustaquio Soccol;2016-05-11;2016-05-21;4302.79;A;

6799;Andreique Heinrich Schons;2012-07-06;2012-07-16;9720.31;Q;

6800;Adeildo Edriano Longa;2009-11-02;2009-11-12;1494.44;Q;

6801;Marilete Claudemir Cavalin;2010-12-27;2011-01-03;433.86;C;

6802;Verusa Cecato Modesto;2010-09-21;2010-09-30;2674.42;I;

6803;Rodrigo Odair Ferminio;2010-12-29;2011-01-06;675.89;C;

6804;Marcio Rovani Lacerda;2010-01-06;2010-01-16;3298.03;I;

6805;Cleudineve Heckler Esquivel;2013-08-06;2013-08-16;9184.46;I;

6806;Rosenildes Joana Stoll;2015-06-04;2015-06-14;4208.28;C;

6807;Abigail Rosca Huppes;2012-06-16;2012-06-26;2697.16;A;

6808;Gilvalmir Aparecido Hermann;2010-07-02;2010-07-12;8352.81;I;

6809;Lucivanio Josiele Menin;2011-02-19;2011-02-28;5021.51;I;

6810;Mailsa Saleti Trott;2014-06-14;2014-06-24;8140.37;A;

6811;Elinete Saiaonara Meneghel;2011-09-30;2011-10-09;8125.13;I;

6812;Irinalda Daiana Horst;2011-03-07;2011-03-17;451.09;A;

6813;Lori Pithan Bueno;2015-11-27;2015-12-10;9383.25;A;

6814;Elveti Rodreigues Lopes;2010-02-08;2010-02-18;4645.05;C;

6815;Susemara Nelci Gabrielli;2009-12-30;2010-01-09;3677.65;C;

6816;Eldo Neli Braz;2009-10-27;2009-11-06;8974.45;Q;

6817;Dinalva Helder Stocker;2012-03-26;2012-04-06;2341.38;I;

6818;Celita L.Oliveira Schenermann;2015-03-01;2015-03-11;130.2;C;

6819;Tamara Kupske Ibias;2014-11-27;2014-12-10;3796.83;A;

6820;Atos Hilario Klich;2009-01-18;2009-01-28;9789.03;C;

6821;Mirela Tadeu Kaefer;2014-11-04;2014-11-14;4729.33;C;

6822;Carlinhos Fernando Frizon;2010-02-07;2010-02-17;1096.37;I;

6823;Valdai Dionete Gallas;2008-11-21;2008-12-04;417.96;A;

6824;Ramoncito Marlene Dornelles;2008-06-27;2008-07-08;6244.55;A;

6825;Aliene Lenilda Frey;2015-08-05;2015-08-15;263.28;I;

6826;Clodomiro Berlitz Dukermann;2009-08-29;2009-09-09;5836.56;C;

6827;Cleisson S. de Kerber;2011-06-21;2011-07-02;3421.85;C;

6828;Clevenilda Angelito Benites;2008-07-13;2008-07-23;3769.78;A;

6829;Neuton Jorge Fisch;2014-01-03;2014-01-13;7167.07;Q;

6830;Mairane Grasieli Mateus;2015-07-15;2015-07-25;5059.39;I;

6831;Ruzineide Valiria Guerra;2010-09-29;2010-10-08;5444.89;Q;

6832;Alberi Gefersom Espindola;2012-06-23;2012-07-04;76.52;I;

6833;Aduilson Cassiane Cangucu;2014-01-07;2014-01-17;1913.83;Q;

6834;Francisnara Krummenauer Remedi;2013-12-09;2013-12-19;6653.92;Q;

6835;Jeneci Maggioni Meneguzzi;2014-10-19;2014-10-29;3725.94;Q;

6836;Izaque Magna Dalpiaz;2015-07-10;2015-07-20;9734.9;C;

6837;Rosevan Maioli Cascalho;2014-12-10;2014-12-20;4711.14;A;

6838;Elzito S.Albuquerq Gottfried;2010-01-21;2010-02-01;4120.31;I;

6839;Jucelda Elizangela Dativa;2015-11-09;2015-11-19;4638.24;C;

6840;Lindiovaldo Rosinei Sartori;2009-09-04;2009-09-14;1415.89;Q;

6841;Aluizio Neris Follmer;2014-05-20;2014-05-30;3601.05;C;

6842;Liamara Quelma Muchiski;2011-02-02;2011-02-12;6086.42;C;

6843;Davis Caciano Barroso;2013-08-05;2013-08-15;8000.16;C;

6844;Gilvandete Wichmann Gehrke;2009-08-04;2009-08-14;633.07;A;

6845;Arildo Fritsch Cechin;2011-03-06;2011-03-16;4636.9;C;

6846;Jedeilson Vandir Debald;2010-03-24;2010-04-04;2155.29;Q;

6847;Masayoshi K.Da Gertner;2011-12-29;2012-01-08;5978.25;C;

6848;Firmino Veira Schulz;2012-06-13;2012-06-23;241.26;A;

6849;Aureliana C.da Romero;2015-04-11;2015-04-21;343.83;I;

6850;Genevaldo Sancao Schuck;2015-11-01;2015-11-11;8629.62;Q;

6851;Aquirio Prezzi Pradella;2016-03-02;2016-03-12;3494.47;A;

6852;Gladys Gelson Pribe;2009-04-05;2009-04-15;7163.65;A;

6853;Max Moehlecke Toebe;2008-08-19;2008-08-29;5389.17;A;

6854;Olivio Setti Girardi;2015-06-06;2015-06-16;139.28;A;

2549;Bart Richter Memlak;2011-04-24;2011-05-03;7728.98;A;

2550;Fledson Simon Bailfuss;2014-03-18;2014-03-28;687.14;I;

2551;Joyce Yoshiko Savegnago;2012-04-10;2012-04-20;8500.99;A;

2552;Newton Hinterholz Ledur;2009-04-25;2009-05-04;4087.74;Q;

2553;Joe Alex Berwian;2012-04-02;2012-04-12;7057.82;I;

2554;Neisi Wilians Geschonki;2014-02-01;2014-02-11;6352.52;A;

2555;Valerci Pedrotti Vittorassi;2009-07-17;2009-07-27;9257.67;A;

2556;Suelande Morem Carneiro;2016-02-17;2016-02-27;8132.06;C;

2557;Motanaro Lucila Orso;2013-04-13;2013-04-23;8419.33;C;

2558;Rejane Mariseti Arrieche;2014-09-19;2014-09-29;6925.33;I;

2559;Albeni Valdocir Vitorassi;2010-10-05;2010-10-15;4795.29;Q;

2560;Anderleia Nilvo Coradin;2015-01-04;2015-01-14;1852.07;C;

2561;Admilson Julieta Rodriguez;2016-01-06;2016-01-16;186.99;I;

2562;Noelia Topp Knapp;2009-10-19;2009-10-29;4095.4;A;

2563;Tarciano J.Santos Barboza;2015-11-27;2015-12-10;8755.36;C;

2564;Mirta Aparecido Roso;2013-12-22;2013-12-29;8305.89;I;

2565;Rosemara Poletto Bisello;2011-01-26;2011-02-06;391.33;C;

2566;Lindomario Kuze Mombach;2010-06-09;2010-06-19;5932.43;Q;

2567;Braulio Jandiroba Binello;2012-06-24;2012-07-05;6206.62;A;

2568;Alayr O.Casarin Karnopp;2014-08-20;2014-08-30;1797.99;Q;

2569;Astor Shirlei Klimck;2016-01-27;2016-02-07;423.11;I;

2570;Dalmar Majo Odi;2010-08-21;2010-09-01;9356.23;I;

4544;Silvanildes Jungbluth Blankenheim;2014-06-22;2014-07-03;3241.66;I;

4545;Osiane Fussieger Lowe;2011-06-13;2011-06-23;6386.22;A;

4546;Eronaldo Dealtina Dessbesell;2010-08-05;2010-08-15;6475.81;Q;

4547;Anevaldo Medina Strieder;2011-10-19;2011-10-29;597.12;Q;

4548;Helvio Benta Tiobaldo;2013-08-11;2013-08-21;4467.19;A;

4549;Evani Grendene Hilgert;2010-01-08;2010-01-18;6906.32;C;

4550;Clarise Finger Volpatto;2012-10-10;2012-10-20;934.44;C;

4551;Meirisangela Idelseo Coradin;2012-03-24;2012-04-04;2557.23;I;

4552;Gerlane Dorli Kavitione;2009-08-10;2009-08-20;5188.67;I;

4553;Gildevande Genival Schmidtt;2016-01-24;2016-02-04;3174.88;I;

4554;Elivelton Jeancarlos Lira;2011-04-16;2011-04-26;753.66;A;

4555;Ernani Siqueira Faoro;2012-05-02;2012-05-12;415.82;C;

4556;Gidemilson Teobaldo Rossato;2013-11-17;2013-11-27;742.66;I;

4557;Leadir Q.Dalpiaz Almeida.;2015-03-08;2015-03-18;784.76;I;

4558;Dilamar Wazilewski Gallo;2015-08-19;2015-08-29;6088.42;A;

4559;Nedia Veranice Brinker;2016-05-26;2016-06-05;3969.81;A;

4560;Jurgens Marcionilia Appelt;2013-05-26;2013-06-05;2253.37;C;

4561;Dilan Binsfeld Hadlich;2014-05-10;2014-05-20;3058.57;A;

4562;Erines Nardi Zini;2015-12-12;2015-12-22;8331.22;I;

4563;Rosemary Rosivaldo Steil;2013-12-24;2013-12-31;8386.34;Q;

4564;Elecario Caio Prudente;2012-05-16;2012-05-26;7928.49;A;

4565;Lenildo Leocrecia Trevizan;2016-02-01;2016-02-11;8177.15;Q;

4566;Marileti Leonhardt Ferreiira;2010-06-30;2010-07-11;4718.47;C;

4567;Tamires Elisa Baldin;2013-05-03;2013-05-13;3393.26;A;

4568;Ilmar Matos Collet;2010-09-18;2010-09-28;462.18;Q;

4569;Valdilene Ronice Walker;2012-01-08;2012-01-18;6359.59;I;

4570;Cayo Gregorio Filipeak;2009-11-29;2009-12-11;6163.69;C;

4571;Lucimark Velho Prelelue;2010-06-04;2010-06-14;6540.45;C;

4572;Moises Ayres Metzger;2009-07-11;2009-07-21;428.61;I;
